Ids,Day,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.01,2014-02-17,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-18,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-19,0.0,0.0,0.0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-20,0.0,0.0,0.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-21,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-22,0.0,0.0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-25,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-26,6.25,-0.25,0.75,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-27,6.333333333333333,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-02-28,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-01,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-03,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-05,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-06,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-07,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-10,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-11,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-12,0.0,0.0,0.0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-13,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-14,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-15,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-16,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-17,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-18,0.0,0.0,0.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-19,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-03-20,0.0,0.0,0.0,0,2270,1,0,245,2158,349,0,0,0,11,804,0,45,21,0
AS14.01,2014-03-21,6.2,0.2,0.2,0,17918,6,0,3100,6239,1004,49,0,171,238,4488,912,0,595,0
AS14.01,2014-03-22,6.4,0.6,0.5,0,6074,3,1,700,4920,93,21,0,0,97,436,37,0,117,0
AS14.01,2014-03-23,6.8,0.2,0.8,0,6721,0,0,1263,5196,94,43,0,0,72,895,0,0,30,30
AS14.01,2014-03-24,6.0,0.8,0.0,0,14946,10,0,832,9195,976,34,0,3,66,3209,417,0,178,0
AS14.01,2014-03-25,6.75,0.5,0.5,0,21413,0,1,1012,10221,68,42,0,0,177,1911,0,233,221,0
AS14.01,2014-03-26,6.6,-0.2,0.6,0,16336,0,0,1144,8906,907,52,0,0,96,4578,0,0,33,0
AS14.01,2014-03-27,7.0,0.2,0.8,0,17374,2,1,1206,6879,636,42,0,181,58,932,47,0,177,0
AS14.01,2014-03-28,6.4,-0.6,0.6,0,4879,5,0,10029,856,1002,88,232,0,225,504,1127,0,300,0
AS14.01,2014-03-29,8.0,0.2,1.0,0,8293,4,1,1934,2703,1623,0,0,0,168,470,52,0,596,0
AS14.01,2014-03-30,7.5,-0.5,0.75,0,4513,0,0,404,1291,1531,0,0,0,73,167,0,66,38,0
AS14.01,2014-03-31,7.4,0.0,0.6,0,11776,6,0,2928,5287,1750,40,51,0,265,1344,182,29,209,0
AS14.01,2014-04-01,6.0,0.2,0.0,0,17080,1,0,1355,6031,1024,543,233,91,120,5004,1609,0,515,0
AS14.01,2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0,21247,4,0,3569,6851,1335,246,0,90,533,3412,0,0,339,0
AS14.01,2014-04-03,6.4,-1.2,0.0,0,21257,4,0,2275,14315,1286,76,0,0,209,3133,19,0,181,0
AS14.01,2014-04-04,6.2,0.2,0.4,0,12298,2,1,1913,5434,1537,0,0,0,175,2078,157,0,128,0
AS14.01,2014-04-05,6.8,-0.4,0.6,0,3307,0,0,15131,1865,76,0,0,0,80,360,186,0,118,0
AS14.01,2014-04-06,6.5,-0.75,0.5,0,7420,4,0,4509,3329,186,0,114,0,118,320,0,0,46,0
AS14.01,2014-04-07,6.5,-0.6666666666666666,0.25,0,9789,1,0,900,7308,446,45,0,17,169,1468,60,0,205,0
AS14.01,2014-04-08,6.6,-0.4,0.3333333333333333,0,14989,1,0,863,9390,3460,19,0,0,209,2643,0,0,36,0
AS14.01,2014-04-09,7.4,-0.8,1.0,0,13452,4,0,1603,6114,936,0,0,0,345,2802,0,0,576,0
AS14.01,2014-04-10,7.4,-0.4,0.8,0,9251,7,0,694,4856,1855,0,1,23,107,1163,0,0,373,0
AS14.01,2014-04-11,7.0,-1.2,0.8,0,10464,0,0,3350,3285,1969,93,0,0,51,592,34,0,213,0
AS14.01,2014-04-12,7.25,-0.75,0.75,0,11727,0,0,290,6578,2182,0,0,0,78,262,5,0,350,0
AS14.01,2014-04-13,8.0,-1.25,1.0,0,1991,0,0,433,1092,248,82,0,0,92,34,0,0,0,0
AS14.01,2014-04-14,7.2,-1.2,0.6,0,17918,1,1,931,6440,6256,89,0,0,143,2915,29,0,980,0
AS14.01,2014-04-15,6.4,0.0,0.8,0,13513,8,1,1556,6174,940,13,0,0,109,4410,8,0,278,0
AS14.01,2014-04-16,7.2,0.75,0.5,0,12443,0,1,889,5120,420,0,0,0,40,1906,0,0,222,0
AS14.01,2014-04-17,6.6,-0.4,0.6,0,14963,2,0,529,11812,141,0,0,0,53,2095,0,0,49,0
AS14.01,2014-04-18,6.8,-0.8,0.8,0,13452,1,0,1834,5311,772,118,0,0,47,1991,63,0,88,0
AS14.01,2014-04-19,7.8,-0.2,1.0,0,13251,1,0,918,2697,466,95,29,0,31,394,128,0,304,0
AS14.01,2014-04-20,7.25,-0.25,0.75,0,8296,2,2,873,4952,724,10,0,0,34,2227,0,0,120,0
AS14.01,2014-04-21,7.6,-0.25,1.0,0,3801,2,0,3414,1986,74,33,0,0,57,428,68,0,209,0
AS14.01,2014-04-22,7.4,0.2,1.0,0,15400,2,0,2184,11268,1090,38,0,0,62,1415,0,0,421,0
AS14.01,2014-04-23,7.6,0.2,1.0,0,14464,1,0,1100,8864,345,18,0,0,42,523,0,0,244,0
AS14.01,2014-04-24,7.6,-0.4,1.0,0,22032,1,0,1445,9638,4451,209,0,0,31,2677,51,0,712,0
AS14.01,2014-04-25,7.2,-0.2,0.8,0,13903,2,1,796,7223,646,21,0,0,68,2221,63,0,343,0
AS14.01,2014-04-26,7.6,-0.2,1.0,1,15444,3,4,843,2549,125,27,0,0,46,2368,463,3,311,0
AS14.01,2014-04-27,7.5,0.0,1.0,0,5674,0,0,1276,2412,1507,0,0,0,1054,27,0,0,60,0
AS14.01,2014-04-28,7.6,-0.8,0.8,0,10764,2,0,1286,4668,1543,464,0,0,72,2419,0,0,378,0
AS14.01,2014-04-29,7.0,-0.25,1.0,0,7824,0,0,5260,3806,1553,0,333,0,40,410,41,0,405,0
AS14.01,2014-04-30,7.8,-0.4,0.75,0,9117,1,0,818,3517,500,374,0,0,184,86,267,0,111,0
AS14.01,2014-05-01,8.0,-0.4,1.0,0,15417,7,4,1839,8106,468,1314,0,28,44,4907,0,0,268,0
AS14.01,2014-05-02,7.6,-0.2,1.0,0,15021,0,0,772,7870,350,1063,0,0,32,767,0,0,11,0
AS14.01,2014-05-03,8.0,-0.2,1.0,0,8147,0,1,738,4516,2753,295,0,0,40,204,143,30,125,0
AS14.01,2014-05-04,8.0,-0.5,1.0,0,5859,0,0,1735,3356,926,0,0,0,35,493,0,0,0,0
AS14.01,2014-05-05,0.0,0.0,0.0,0,1783,0,0,432,821,318,0,0,0,0,25,0,0,263,0
AS14.01,2014-05-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-05-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.01,2014-06-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-17,0.0,0.0,0.0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-18,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-19,0.0,0.0,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-20,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-21,0.0,0.0,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-22,0.0,0.0,0.0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-23,0.0,0.0,0.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-24,0.0,0.0,0.0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-25,0.0,0.0,0.0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-26,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-27,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-02-28,0.0,0.0,0.0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-01,0.0,0.0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-02,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-03,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-04,0.0,0.0,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-05,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-06,0.0,0.0,0.0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-07,0.0,0.0,0.0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-08,0.0,0.0,0.0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-09,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-10,0.0,0.0,0.0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-11,0.0,0.0,0.0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-12,0.0,0.0,0.0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-13,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-03-14,0.0,0.0,0.0,0,1569,6,0,151,1000,156,0,0,0,220,27,0,0,0,0
AS14.02,2014-03-15,0.0,0.0,0.0,0,5220,7,0,2371,2150,347,0,0,0,0,0,124,0,0,0
AS14.02,2014-03-16,6.333333333333333,0.0,0.0,0,4834,4,1,2402,3118,88,0,0,0,400,174,0,0,0,0
AS14.02,2014-03-17,6.75,0.5,0.5,0,10096,4,0,1186,4477,2509,0,0,0,102,99,0,0,0,0
AS14.02,2014-03-18,8.2,0.6,0.8,0,4436,15,1,2560,3879,88,0,0,0,87,206,0,0,0,0
AS14.02,2014-03-19,6.8,0.4,0.4,0,8100,5,1,1504,2561,190,0,0,0,103,46,552,0,0,0
AS14.02,2014-03-20,7.25,-0.5,0.75,0,4304,10,1,1726,2125,146,0,0,0,84,128,0,0,0,0
AS14.02,2014-03-21,7.5,-0.75,0.75,0,11089,10,1,2168,2838,458,0,0,0,37,376,436,0,0,0
AS14.02,2014-03-22,6.5,-1.0,-0.5,0,7487,25,1,1866,1815,654,0,0,0,42,393,763,0,0,0
AS14.02,2014-03-23,6.25,-1.0,0.0,0,4463,8,1,859,1817,383,0,0,0,60,167,1238,0,0,0
AS14.02,2014-03-24,6.4,0.2,-0.2,0,2708,5,0,1044,2984,528,0,0,0,81,228,0,0,0,0
AS14.02,2014-03-25,7.75,-1.25,0.75,0,4557,7,0,2743,2759,458,0,0,0,50,141,0,0,0,0
AS14.02,2014-03-26,7.2,-1.2,0.4,0,5996,5,0,1696,2506,757,0,0,0,41,1547,0,0,0,0
AS14.02,2014-03-27,7.25,0.0,0.5,0,5661,3,0,2220,2956,485,0,0,0,727,78,0,0,61,0
AS14.02,2014-03-28,6.8,-0.6,0.6,0,3899,8,2,1012,1219,700,0,0,0,123,2699,0,0,0,0
AS14.02,2014-03-29,7.25,-0.75,0.25,0,4332,4,0,17366,2123,1061,0,0,0,52,516,489,0,0,0
AS14.02,2014-03-30,7.0,-1.0,0.75,0,3881,10,1,739,1096,1268,0,0,0,108,317,0,0,0,0
AS14.02,2014-03-31,7.2,-0.8,0.4,0,4691,14,2,1136,2436,350,0,0,0,81,2030,0,0,0,0
AS14.02,2014-04-01,7.4,-0.2,0.8,0,3216,2,1,2737,1296,75,0,0,0,184,184,343,0,0,0
AS14.02,2014-04-02,6.4,-0.6,-0.2,0,6795,2,0,1914,2899,1015,0,0,0,126,306,0,0,0,0
AS14.02,2014-04-03,5.75,-0.25,0.0,0,6717,2,0,1215,3539,544,0,0,0,55,118,314,0,0,0
AS14.02,2014-04-04,6.4,-1.2,0.2,0,3579,5,0,1075,2774,807,0,0,0,144,138,0,0,0,0
AS14.02,2014-04-05,7.4,0.0,0.6,0,12983,9,1,1896,2271,783,0,0,0,97,254,382,0,0,0
AS14.02,2014-04-06,4.5,-1.0,-1.25,0,3611,6,0,557,1207,610,0,0,0,29,384,0,0,0,0
AS14.02,2014-04-07,6.8,0.0,0.6,0,6294,2,0,1446,3732,734,0,0,0,105,1985,0,0,0,0
AS14.02,2014-04-08,6.25,-0.25,0.5,0,3999,10,1,1132,2223,189,0,0,0,131,626,0,0,0,0
AS14.02,2014-04-09,7.25,-0.5,0.25,0,5689,12,1,1383,2221,619,0,0,0,60,289,0,0,0,0
AS14.02,2014-04-10,7.25,0.25,0.75,0,7765,1,1,1267,2686,683,0,0,0,140,549,520,0,2,0
AS14.02,2014-04-11,6.5,-0.5,0.5,0,5712,7,1,1499,2303,686,0,0,0,133,310,611,0,0,0
AS14.02,2014-04-12,6.0,-2.0,-1.0,0,3593,6,1,1781,1486,0,0,0,0,11,155,353,0,6,0
AS14.02,2014-04-13,7.2,-0.6,0.4,0,2121,1,0,489,840,364,0,0,0,78,117,152,0,0,0
AS14.02,2014-04-14,8.0,0.75,1.0,0,2724,8,7,784,1793,89,0,0,0,21,55,0,0,83,0
AS14.02,2014-04-15,7.25,-0.5,0.5,0,695,14,1,94,440,18,0,0,0,0,25,0,0,0,0
AS14.02,2014-04-16,6.666666666666667,-0.3333333333333333,0.3333333333333333,0,107,16,1,120,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-17,6.5,0.25,0.0,0,39,10,7,2,35,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-18,6.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-19,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0,186,1,0,10,71,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-20,5.0,-0.6666666666666666,0.0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-21,5.5,-0.5,-0.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-22,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0,12,15,2,0,0,0,0,0,0,0,105,0,0,0,0
AS14.02,2014-04-23,5.5,0.0,0.5,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-24,7.0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-25,9.0,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-04-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-05-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.02,2014-06-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-17,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-18,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-19,0.0,0.0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-20,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-21,0.0,0.0,0.0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-22,0.0,0.0,0.0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-23,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-24,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14.03,2014-02-26,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
